genotype,s_r vs. LibA_pre
[011010110]+251A,2.055706275278893
[100010011]+71A,-2.525854045070065
[000110011]+41T,-0.14822973664531347
[000101110]+65T,1.3550118890835647
[011011101]+183A+247A,-0.14822973664531347
[010010101]+47T,1.2905281459581133
[110010000]+47T,0.37574230526337826
[010100000]+131T,-1.234297835433428
[011010000]+183A,0.8875724494553744
[000111101]+255T,-0.787973104162081
[100010011]+62T+183A,-1.9073774529425642
[1GG0G0010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.03883986859251032
[000111010]+41T,-0.31890976647598746
[100001111]+226A,0.03883986859251032
[110000101]+47T,1.9912225321534414
[000000111]+97T,-2.3471932575063037
[110000101]+253A,-0.2816437514893151
[011001111]+247A,-0.7928037675005218
[000110101]+33T,0.122985585571453
[010100101]+183A,-3.544104306191557
[1GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,1.221597874239563
[000101110]+126T,-1.1756136378484072
[000110101]+270A,1.221597874239563
[0GG0G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.122985585571453
[010010101]+268T,0.8186421777368241
[000101011]+21T,0.122985585571453
[011000000]+269A,-0.3878400381945376
[101001101]+270A,1.922292260434891
[111010100]+250A,0.5284506936796173
[000110110]+25T,-1.6399583306172931
[000010101]+269A,-1.6679381126092059
[000101110]+131T,1.8482565139140776
[110011010]+47T,1.8482565139140776
[100010000]+62T,0.7446064312160107
[001001111]+23T,-0.46187578471535085
[000101100]+183A,-0.46187578471535085
[010000101]+33T,0.23277628702401476
[100101010]+128T,0.048949839050639765
[011010100]+183A,1.1475621277187495
[000000100]+250A,-0.9309391224014446
[000010100]+131T,-0.10412614964685307
[001000001]+33A,1.8482565139140776
[000010101]+47T,-0.9920616557658829
[111011111]+226A,1.1475621277187495
[001000001]+261G,1.1475621277187495
[000111101]+270A,-0.5418342357430946
[1GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C+183A,0.6646479801882671
[101010011]+183A,-3.098303551680708
[100111011]+269A,-2.2273974182659275
[000001011]+251A,-0.31869068442888493
[110010101]+47T+183A,0.15281783599627097
[000110100]+183A,-0.031008611977104028
[100100010]+85T,1.0676036766910055
[001011100]+183A,0.15281783599627097
[001001111]+183A+269A,-1.0108975734291883
[001001011]+251A,1.0676036766910055
[000000101]+268T,-0.18408460067459687
[0GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,1.768298062886334
[011001100]+183A,0.37445649613106047
[100010100]+65T,-1.7594202669763606
[001000111]+183A,-3.745963765852563
[111010101]+80T+183A,0.9806918665855126
[100010100]+226A,-0.6287460458485878
[111011101]+80T,0.9806918665855126
[001000001]+82A,1.681386252780841
[010001101]+128T,-0.8905317739967892
[100011011]+183A+241A,-2.1755083624758123
[100111011]+41T,-0.27099641078008996
[100011101]+62T,-0.11792042208259701
[100010010]+87T,-0.27099641078008996
[000011010]+241A,0.9806918665855126
[000100000]+183A,0.2875446860255674
[010000111]+183A,-4.436877798246728
[0GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.2875446860255674
[001011101]+41T,1.681386252780841
[1G10G1010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.27099641078008996
[011001101]+33T,0.9806918665855126
[100000000]+183A,0.577736170082774
[000101101]+270A,-0.405602494534378
[000110101]+41T+183A,0.577736170082774
[011000001]+269A,-0.405602494534378
[001000101]+268T,0.9806918665855126
[100011010]+62T,-1.321141063905979
[000101100]+270A,-0.7239367584763774
[111010001]+80T,0.885501153957723
[101001010]+183A,0.1923539733977776
[010010101]+270A,-0.36618712340787946
[100011010]+183A,-1.6393248274338181
[000111111]+226A,-0.21311113471038656
[011000100]+183A,0.1923539733977776
[000011101]+226A,-0.8185631775703016
[010000001]+241A,1.5861955401530512
[000100011]+21T,-2.0843347752926884
[000100001]+44A,-0.36618712340787946
[010001111]+268A,-0.9857224866245787
[010000001]+270A,-0.9050043966107382
[000111010]+249A,-0.029284686737011567
[001000001]+83C,1.5861955401530512
[001000001]+270A,1.5861955401530512
[000101011]+44A,0.885501153957723
[011000001]+183A+247A,0.48254545745498445
[000010011]+240A,-1.0593343039678247
[1GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.48254545745498445
[111001011]+62T,-0.36618712340787946
[100000101]+270A,0.885501153957723
[00000A010],-1.464799412075989
[000111010]+33T,1.5861955401530512
[1GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.36618712340787946
[001000001]+246C,-0.5007932071621677
[010011101]+86G,-0.21311113471038656
[000110000]+41T,0.48254545745498445
[010001111]+183A+226A,-0.7239367584763774
[001010100]+183A,0.885501153957723
[1GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.029284686737011567
[010011101]+270A,0.885501153957723
[000011011]+251A,0.37733093785552396
[001010000]+183A,0.7802866343582625
[0GG0G0001]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.47140164300734005
[000010010]+62T,0.37733093785552396
[000110010]+126T,1.4809810205535907
[110001011]+270A,1.4809810205535907
[101010001]+87T+183A,-1.0102189162101987
[0GG0G0000]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.47140164300734005
[100010100]+62T,0.7802866343582625
[110010110]+47T,1.4809810205535907
[100111111]+226A,0.08713945379831722
[100100010]+244A,-1.2341150073818221
[100000000]+249A,0.7802866343582625
[001000001]+214G,0.7802866343582625
[0G10G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,1.4809810205535907
[0GG0G0010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.7802866343582625
[111110101]+183A,-4.554101608376648
[100110011]+41T,-0.9237776971697621
[101101011]+183A,-3.696280916438263
[011001111]+226A,0.08713945379831722
[111010010]+80T,1.4809810205535907
[0GG0G0001]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.7802866343582625
[110010101]+20T,1.4809810205535907
[000001010]+183A,-0.47140164300734005
[0GG0G0000]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,1.4809810205535907
[100101111]+226A,-0.13449920633647217
[100101010]+269A,-0.8291512780758378
[000100101]+270A,0.37733093785552396
[000110101]+126T,0.7802866343582625
[100000010]+157T,1.4809810205535907
[000110001]+41T,0.08713945379831722
[111010100]+79T,-1.1278194867625269
[011100001]+183A,-3.858366708116502
[000001010]+241A,-0.030461116754011086
[0GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.1278194867625269
[000011110]+62A,-1.2821493941196136
[110000011]+33T,-0.2520997768888005
[010100001]+183A,-3.9164334449822147
[000110101]+33T+183A,0.6626860638059343
[100101010]+183A,-2.077426069755939
[1GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.030461116754011086
[000111010]+226A,0.25973036730319554
[000000100]+270A,0.6626860638059343
[100010010]+252A,-1.7345254482820358
[100001011]+249A,-1.7345254482820358
[001011101]+270A,-0.030461116754011086
[110001111]+33T,1.3633804500012627
[100000101]+268T,1.3633804500012627
[000011010]+47T,-2.077426069755939
[000111110]+33T,-1.0413782677220904
[001000001]+262G,1.3633804500012627
[001010111]+183A,-3.84742954880547
[000101010]+226A,1.3633804500012627
[101000011]+44T,-1.821593823191257
[101100100]+235C,-0.5890022135596682
[111001010]+183A,-0.2520997768888005
[000011010]+183A,-0.5890022135596682
[100011010]+62A,-0.8569051408580088
[100101101]+270A,1.2300836064572103
[100100011]+244A,-1.4850124214782028
[1GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.3853966204328528
[000110100]+33T,0.12643352375914318
[001000001]+74G,0.5293892202618818
[011000001]+33T+183A,1.2300836064572103
[011010101]+80T,1.2300836064572103
[110000001]+270A,1.2300836064572103
[011011101]+270A,-0.16375796029806344
[000010010]+261G,1.2300836064572103
[010001111]+253A,-0.16375796029806344
[001000001]+212C,0.5293892202618818
[010000001]+193C,1.2300836064572103
[1GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.5293892202618818
[1GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.3853966204328528
[011011111]+265A,-2.3877716937325566
[0GG0G0110]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.5692230684062278
[001000001]+35C,-0.16375796029806344
[011001110]+183A,-0.3853966204328528
[001000001]+20T,0.12643352375914318
[0GG0G0100]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.12643352375914318
[101011101]+270A,0.12643352375914318
[000000001]+24T,-0.973852405466996
[100001011]+119T,1.2300836064572103
[000101100]+252A,0.12643352375914318
[100100010]+240A,-0.7222990571037207
[011010111]+183A,-3.8580737386075596
[100011011]+71A,0.12643352375914318
[000100001]+270A,0.12643352375914318
[011011011]+119T,0.12643352375914318
[101001011]+251A,1.2300836064572103
[001000001]+207A,-0.16375796029806344
[001100001]+128T,-1.4154462376636658
[001000100]+250A,0.5293892202618818
[000111100]+33T,0.5293892202618818
[000001011]+24T,-1.4850124214782028
[001001011]+241A,0.5293892202618818
[001000001]+193C,1.2300836064572103
[000000000]+249A,1.2300836064572103
[001011111]+226A,-0.5692230684062278
[001000001]+64G,0.5293892202618818
[000110000]+249A,1.0762455731855702
[100110011]+44T,-1.6388504547498426
[110010100]+41T,1.0762455731855702
[001101011]+183A,-4.419493414642029
[000010000]+183A,-1.0107431741296486
[001000001]+256G,0.3755511869902418
[110001011]+33T+183A,1.0762455731855702
[010011011]+251A,-0.027404509512496733
[001000001]+49A,0.3755511869902418
[100111010]+157T,1.0762455731855702
[001000001]+96G,1.0762455731855702
[000111010]+183A,-0.027404509512496733
[000011100]+252A,1.0762455731855702
[000100010]+238A,-0.027404509512496733
[001000001]+233C,0.3755511869902418
[100100100]+183A,-0.31759599356970336
[101011111]+226A,0.3755511869902418
[111001011]+265A,1.0762455731855702
[111101011]+183A,-3.828355577743385
[000000101]+188G,-0.8761370903753607
[000101011]+251A,-0.31759599356970336
[100111010]+183A,-1.2338867254438584
[010000111]+251A,-1.3285131445377827
[110010101]+270A,1.0762455731855702
[100000100]+250A,-0.027404509512496733
[100011011]+62T+183A,-0.027404509512496733
[101010100]+71T,-1.3285131445377827
[0GG0G0001]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,1.0762455731855702
[010000101]+25T+268A,-0.027404509512496733
[111001100]+252A,1.0762455731855702
[0G10G1110]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7230611016778676
[1GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.3285131445377827
[00000C0T1]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238G+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.31759599356970336
[011011111]+226A,-0.31759599356970336
[000010010]+159A,0.3755511869902418
[1GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,1.0762455731855702
[0G10G0100]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.027404509512496733
[010000001]+97T,1.0762455731855702
[010000110]+270A,-1.127690438738636
[000000100]+49A,1.0762455731855702
[000010000]+249A,1.0762455731855702
[0GG0G0001]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.027404509512496733
[111011010]+183A,-0.027404509512496733
[0GG0G0000]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.3755511869902418
[000110110]+251A,-3.1352083971834395
[100111101]+270A,1.0762455731855702
[100011011]+216T,-1.4956724535920598
[010011101]+82A,1.0762455731855702
[000000101]+270A,-1.7640725964943904
[001000001]+159A,1.0762455731855702
[110101011]+183A,-3.9994962625122654
[101000101]+270A,1.0762455731855702
[111011101]+270A,0.3755511869902418
[001000001]+188G,0.3755511869902418
[001000001]+23T,0.3755511869902418
[010011101]+233C,0.3755511869902418
[100110000]+33T,1.0762455731855702
[001000001]+228C,0.3755511869902418
[100110100]+183A,-0.5021081317434766
[111001101]+270A,-0.5021081317434766
[100111010]+159A,0.891733435011797
[00100C0C1]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238G+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.21191664768626983
[1GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C+183A,-0.9075732398516408
[000000101]+229A,-0.5021081317434766
[100111011]+95T,-1.312202576912409
[010000001]+33A,-0.21191664768626983
[001100001]+183A,-4.372525627763678
[111100001]+183A,-3.2581127259677225
[010001101]+183A+270A,-1.1952553123034217
[101000000]+183A,0.891733435011797
[000100001]+21T,-0.9075732398516408
[100110001]+33T,0.19103904881646872
[110000100]+247A,0.19103904881646872
[111001011]+71T,-1.0606492285491338
[111000101]+87T,-0.21191664768626983
[100110100]+41T,0.891733435011797
[100001010]+183A,-0.723746791878266
[000010010]+252A,-0.21191664768626983
[000011011]+131T,0.891733435011797
[000001011]+270A,-0.5021081317434766
[100010111]+183A,-4.125747063989012
[000000000]+109A,-0.723746791878266
[100000100]+226A,-0.21191664768626983
[001000001]+113C,0.19103904881646872
[110011101]+270A,0.891733435011797
[010000001]+232A,0.19103904881646872
[001000001]+43A,0.891733435011797
[001000001]+256C,0.19103904881646872
[011000000]+249A,0.891733435011797
[0GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,0.891733435011797
[010010111]+183A,-4.553173631528568
[000011011]+33T,0.891733435011797
[001001010]+183A,0.19103904881646872
[000111010]+126T,0.891733435011797
[011001011]+251A,0.19103904881646872
[101000101]+261G,0.891733435011797
[000100010]+159A,-0.5021081317434766
[000011011]+23T,0.891733435011797
[000101100]+255T,0.19103904881646872
[000100111]+183A,-4.908093568664766
[110010101]+183A+268T,0.19103904881646872
[100000101]+261G,0.891733435011797
[000000100]+35C,0.19103904881646872
[001000000]+265A,-0.21191664768626983
[001000001]+59C,0.891733435011797
[010000110]+265A,0.891733435011797
[100000010]+159A,0.891733435011797
[000100101]+21T,-1.4183988636176317
[010011101]+261G,0.891733435011797
[000001010]+226A,0.19103904881646872
[010000001]+212C,0.19103904881646872
[100000001]+109A,-2.2503267926882433
[000000101]+38C,-2.0598569453122684
[010001010]+183A,-0.5021081317434766
[101000101]+247A,-0.21191664768626983
[000000000]+244A,0.891733435011797
[001011011]+131T,0.19103904881646872
[000101010]+183A,-1.0606492285491338
[000110100]+261G,0.891733435011797
[000110100]+268T,0.891733435011797
[1GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.0606492285491338
[000010100]+250A,0.19103904881646872
[000100010]+44A,0.6685898836975871
[011000111]+32T,-1.8226100530662022
[111011101]+119T,-0.7252516830576863
[001010001]+270T,0.6685898836975871
[000000010]+31T,-2.8347811226938755
